name,type
苏州沙丁鱼智慧网络科技有限公司,
凡之鱼火锅,catering
鱼非鱼 ,catering
上海市食药监快检室网格化管理平台,
上海仪电集团展厅,
贝因美婴童食品股份有限公司,manufacturer
上海纽瑞滋乳品有限公司,retailer
金典有机奶,manufacturer
美赞臣营养品（中国）有限公司,manufacturer
上海肉菜信息追溯,
喜宝中国,wholesaler
上海申申面包房,retailer
上海家得利超市有限公司,retailer
万达信息股份有限公司,
上海晨冠乳业有限公司,manufacturer
上海市嘉定菊胜集贸市场经营管理有限公司,manufacturer
上海澳富盈食品贸易有限公司,wholesaler
上海宝锦农业科技发展有限公司第一分公司,farmer
上海金优远洋渔业有限公司,manufacturer
上海清美绿色食品有限公司,manufacturer
上海工业对外贸易公司,wholesaler
上海环盛商业有限公司黄浦大时代第四分公司,retailer
上海市宝山区粮油购销有限公司束里桥米厂,manufacturer
多美滋婴幼儿食品有限公司,manufacturer
黑龙江省光明松鹤乳品有限责任公司,manufacturer
上海百峰食品有限公司,
上海西郊国际农产品交易有限公司,wholesaler
上海弘阳农业有限公司,wholesaler
上海恒大商品交易市场经营管理有限公司,
太古冷链物流（上海）有限公司,catering
上海北湖现代农业发展有限公司,farmer
上海雨润肉食品有限公司,manufacturer
上海陛弗国际贸易有限公司,wholesaler
上海富正贸易有限公司,wholesaler
上海牛羊肉公司,wholesaler
上海裕农肉品有限公司,farmer
上海淀山湖粮油购销有限公司,manufacturer
上海华润五丰营销有限公司,manufacturer
上海九雅堂食品有限公司,wholesaler
上海卧龙国际商务股份有限公司,wholesaler
上海市江桥批发市场经营管理有限公司,wholesaler
上海乐惠米业有限公司,
江苏乐天玛特商业有限公司上海普陀店,retailer
恒天然商贸（上海）有限公司,wholesaler
上海沧海桑田生态农业发展有限公司,farmer
上海多利农业发展有限公司,farmer
上海大场农副产品批发交易市场经营管理有限公司,wholesaler
上海大润发有限公司,retailer
中国水产科学研究院东海水产研究所,
上海沪淮农副产品批发市场经营管理有限公司,
上海万有全东昕食品有限公司,wholesaler
中储粮（上海）米业有限责任公司,manufacturer
上海东方国际水产中心,wholesaler
上海易初莲花连锁超市有限公司,retailer
上海路香园农产品专业合作社,manufacturer
上海荷裕冷冻食品有限公司,manufacturer
上海祥森米业有限公司,manufacturer
上海星辉蔬菜有限公司,farmer
上海松林肉食品有限公司,farmer
上海松江粮油购销有限公司泖港粮库,manufacturer
上海三家村蔬果专业合作社,farmer
上海裕田农业科技有限公司,manufacturer
上海东产谷物有限公司,manufacturer
上海农飞水稻种植专业合作社,farmer
上海市金粒米业有限公司,manufacturer
上海五洲农副产品批发市场经营管理有限公司,wholesaler
上海五丰上食食品有限公司,manufacturer
上海健澜园农业科技有限公司,manufacturer
上海艾妮维农产品专业合作社,farmer
华联吉买盛购物中心有限公司,
上海军工路国太综合市场经营管理有限公司,wholesaler
郑州哈桑穆斯林食品有限公司,wholesaler
上海城市蔬菜产销专业合作社,farmer
上海大瀛食品有限公司肉禽加工厂,farmer
上海市祥虎粮食加工部,manufacturer
上海新闽融食品有限公司,manufacturer
上海强丰果蔬种植专业合作社,farmer
上海夏兴稻米专业合作社,manufacturer
联华超市(虹古店),
上海苏食肉品销售有限公司,wholesaler
上海国元米业有限公司,manufacturer
上海塞翁福农业发展有限公司,manufacturer
菲仕兰食品贸易（上海）有限公司,wholesaler
上海永昌超市有限公司联华快捷桂巷店,
上海联家超市有限公司,
上海百川综合市场经营管理有限公司,wholesaler
上海同加国际贸易有限公司,
上海泰寰宇米业有限公司,manufacturer
快乐蜂（中国）餐饮管理有限公司,catering
上海常州丽华快餐有限公司,catering
上海新迎园食品加工中心有限公司,manufacturer
王品西提（上海）餐饮有限公司,catering
上海绿捷实业发展有限公司,catering
领驰食品发展（上海）有限公司,manufacturer
九橙（上海）餐饮服务有限公司,catering
上海联华超市发展有限公司打虎山路店,
仪电溯源科技,retailer
上海怡乐食食品科技服务有限公司,catering
东方既白（上海）餐饮管理有限公司美罗城店,catering
上海必胜客有限公司万达餐厅,catering
东方既白（上海）餐饮管理有限公司碧波路店,catering
上海市食品安全信息追溯平台,
凡农良品,farmer
贵州赖永初酒业有限公司,manufacturer
仪电智能电子（演示）,retailer
上海片江食品有限公司,manufacturer
福葵（上海）国际贸易有限公司,retailer
全国农协食品株式会社,farmer
上海必胜客有限公司浦东机场店,catering
上海必胜客有限公司仲盛店,catering
上海必胜客有限公司林湖店,catering
上海必胜客有限公司虹桥机场西航站楼店,catering
上海必胜客有限公司光新路餐厅,catering
东方既白（上海）餐饮管理有限公司世纪大道店,catering
上海必胜客有限公司新国际博览中心店,catering
上海必胜客有限公司国权路店,catering
必胜（上海）食品有限公司,wholesaler
上海必胜客有限公司柳埠路店,catering
上海必胜客有限公司唐安路店,catering
上海必胜客有限公司锦绣路餐厅,catering
上海必胜客有限公司源深餐厅,catering
上海必胜客有限公司季景餐厅,catering
上海必胜客有限公司福山路店,catering
上海必胜客有限公司张江路店,catering
上海必胜客有限公司东门大街店,catering
上海必胜客有限公司浦电路店,catering
上海必胜客有限公司上南好又多餐厅,catering
上海必胜客有限公司成山路店,catering
上海必胜客有限公司长清路店,catering
上海必胜客有限公司灵岩路店,catering
上海必胜客有限公司秀沿路店,catering
上海必胜客有限公司龙阳路店,catering
上海必胜客有限公司三林浦三路店,catering
上海必胜客有限公司芳甸路二店,catering
上海必胜客有限公司肇嘉浜路店,catering
上海必胜客有限公司虹康友谊餐厅,catering
上海必胜客有限公司天山路餐厅,catering
上海必胜客有限公司长宁路店,catering
上海必胜客有限公司凯旋餐厅,catering
上海必胜客有限公司大宁餐厅,catering
上海必胜客有限公司凯进路店,catering
上海必胜客有限公司又一城餐厅,catering
上海必胜客有限公司邯郸路餐厅,catering
上海必胜客有限公司松江申越餐厅,catering
上海必胜客有限公司林荫店,catering
上海必胜客有限公司青浦百联餐厅,catering
上海必胜客有限公司淀山湖大道店,catering
上海必胜客有限公司青浦徐泾店,catering
上海必胜客有限公司公园东路店,catering
上海必胜客有限公司宁夏路店,catering
上海必胜客有限公司国盛中心店,catering
上海必胜客有限公司金沙江餐厅,catering
上海必胜客有限公司曹杨餐厅,catering
上海必胜客有限公司机场镇店,catering
上海必胜客有限公司恒瑞餐厅,catering
上海必胜客有限公司八佰伴餐厅,catering
上海必胜客有限公司文峰餐厅,catering
上海必胜客有限公司上丰路店,catering
上海必胜客有限公司南汇乐购餐厅,catering
上海必胜客有限公司正大餐厅,catering
上海必胜客有限公司金科路店,catering
上海必胜客有限公司金海路店,catering
上海必胜客有限公司金高店,catering
上海必胜客有限公司周浦万达广场店,catering
上海必胜客有限公司御桥店,catering
上海必胜客有限公司芳甸路店,catering
上海必胜客有限公司高行万嘉店,catering
上海必胜客有限公司川沙现代餐厅,catering
上海必胜客有限公司昌里餐厅,catering
上海必胜客有限公司金桥餐厅,catering
上海必胜客有限公司张江餐厅,catering
上海必胜客有限公司南方国际餐厅,catering
上海必胜客有限公司宝钢餐厅,catering
上海必胜客有限公司牡丹江路店,catering
上海必胜客有限公司长江餐厅,catering
上海必胜客有限公司大华乐客多餐厅,catering
上海必胜客有限公司真光餐厅,catering
上海必胜客有限公司常德餐厅,catering
上海必胜客有限公司平凉路店,catering
上海必胜客有限公司新世界百货餐厅,catering
上海必胜客有限公司三阳餐厅,catering
华联超市股份有限公司上海华联超市峨山店,retailer
华联超市有限公司上海华联超市凌兆店,
华联超市股份有限公司上海华联超市六里店,retailer
华联超市股份有限公司上海华联超市昌里店,retailer
华联超市股份有限公司上海华联超市耀华店,retailer
华联超市股份有限公司上海华联超市东明店,
上海联华超市发展有限公司浦电路店,retailer
上海联华超市发展有限公司长逸路店,retailer
上海联华超市发展有限公司淞南路店,retailer
上海联华超市发展有限公司新二路店,retailer
上海联华超市发展有限公司淞良路店,retailer
上海联华超市发展有限公司淞滨路店,retailer
上海联华超市发展有限公司富锦路店,retailer
上海联华超市发展有限公司友谊支路店,retailer
上海联华超市发展有限公司逸仙路店,retailer
上海联华新新超市有限责任公司虎林店,retailer
上海联华超市发展有限公司华灵路二店,retailer
上海联华超市发展有限公司新二路二店,retailer
上海联华新新超市有限责任公司菊盛路店,retailer
华联超市股份有限公司上海华联超市青石店,retailer
华联超市股份有限公司上海华联超市罗店店,retailer
华联超市股份有限公司上海华联超市宝林店,retailer
华联超市股份有限公司上海华联超市同泰店,retailer
华联超市股份有限公司上海华联超市高逸店,retailer
上海联华超市发展有限公司共和新路店,retailer
上海联华超市发展有限公司环镇北路店,retailer
上海联华新新超市有限责任公司临江店,retailer
上海联华新新超市有限责任公司盘古店,retailer
上海联华新新超市有限责任公司永清店,retailer
上海联华新新超市有限责任公司盛桥店,retailer
上海联华新新超市有限责任公司共富店,retailer
太仓联华新新世纪超市有限公司浏河店,retailer
上海联华新新超市有限责任公司岭南店,retailer
上海联华新新超市有限责任公司锦秋路店,retailer
太仓联华新新世纪超市有限公司世纪苑店,retailer
上海联华新新超市有限责任公司松兰路店,retailer
上海联华超市发展有限公司市台路店,retailer
太仓联华新新世纪超市有限公司,retailer
上海联华新新超市有限责任公司友谊店,retailer
华联超市股份有限公司上海华联超市虎林店,retailer
华联超市股份有限公司上海华联超市环镇北商场,retailer
华联超市股份有限公司上海华联超市锦秋店,retailer
上海联华新新超市有限责任公司月罗路店,retailer
上海联华超市发展有限公司原平路店,retailer
上海联华超市发展有限公司东宝兴路店,retailer
上海联华超市发展有限公司大宁路店,retailer
上海联华超市发展有限公司芷江中路店,retailer
上海联华超市发展有限公司彭浦店,retailer
上海联华超市发展有限公司临汾路店,retailer
上海联华超市发展有限公司宝山路店,retailer
华联超市股份有限公司上海华联超市宝通店,retailer
华联超市股份有限公司上海华联超市中华新店,retailer
华联超市股份有限公司上海华联超市平顺店,retailer
华联超市股份有限公司上海华联超市阳曲店,retailer
华联超市股份有限公司上海华联超市大统店,retailer
华联超市股份有限公司上海华联超市东宝兴店,retailer
上海联华超市南汇有限公司航兴店,retailer
上海联华超市南汇有限公司惠南店,retailer
上海联华超市南汇有限公司盐仓店,retailer
上海联华超市南汇有限公司大团店,retailer
上海联华超市南汇有限公司黄路店,retailer
上海联华超市南汇有限公司东门店,retailer
上海联华超市南汇有限公司中港店,retailer
上海联华超市南汇有限公司东海店,retailer
上海联华超市南汇有限公司南门店,retailer
上海联华超市南汇有限公司周浦店,retailer
上海联华超市南汇有限公司六灶店,retailer
上海联华超市南汇有限公司芦潮港农场店,retailer
上海联华超市南汇有限公司果园店,retailer
上海联华超市南汇有限公司泥城店,retailer
上海联华超市南汇有限公司万和路店,retailer
上海联华超市南汇有限公司宣桥店,retailer
上海联华超市南汇有限公司靖海店,retailer
上海联华超市南汇有限公司新港店,retailer
上海联华超市南汇有限公司航头店,retailer
华联超市股份有限公司上海华联超市周浦店,retailer
上海高桥联华超市有限公司莱阳路店,retailer
上海浦东联华超市有限公司高桥店    ,retailer
上海浦东联华超市有限公司张江店,retailer
上海浦东联华超市有限公司张桥店,retailer
上海浦东联华超市有限公司施湾店,retailer
上海川沙联华超市有限公司黄楼店,retailer
上海川沙联华超市有限公司六团店,retailer
上海浦东联华超市有限公司紫薇路店,retailer
上海川沙联华超市有限公司(法人)(妙境店),retailer
上海高桥联华超市有限公司(法人)(潼港店),retailer
上海高桥联华超市有限公司益江路店 ,retailer
上海高桥联华超市有限公司杨园店,retailer
上海高桥联华超市有限公司博兴路店,retailer
上海高桥联华超市有限公司长岛路店,retailer
上海高桥联华超市有限公司操场街店              ,retailer
上海高桥联华超市有限公司凌桥店,retailer
上海高桥联华超市有限公司江东路店,retailer
上海高桥联华超市有限公司祖冲之路店,retailer
华联超市股份有限公司上海华联超市妙境店,retailer
上海联华超市青浦有限公司华青路分公司,retailer
上海联华超市青浦有限公司,retailer
上海联华超市青浦有限公司祥仁分公司,retailer
上海金松联华超市有限公司,retailer
上海联华超市青浦有限公司商榻分公司,retailer
上海联华超市青浦有限公司白鹤分公司,retailer
上海越浦贸易有限公司,retailer
上海海滨有杏酒店管理有限公司,catering
上海明晃悠记餐饮有限公司,catering
上海天港酒店管理有限公司,catering
上海美煜源果蔬有限公司,wholesaler
上海海京大酒店有限公司,catering
上海联华快客便利有限公司,retailer
上海市市立幼儿园,catering
上海徐汇区民办嘉宝幼儿园,catering
上海辉哥海鲜火锅餐饮有限公司浦东店,catering
上海市徐汇区汇师小学（分校）,catering
闲功夫（上海）实业有限公司,wholesaler
上海徐汇区民办维亚幼儿园,manufacturer
上海金凯门餐饮有限公司,catering
上海辉哥海鲜火锅餐饮有限公司虹桥店,catering
上海辉哥海鲜火锅餐饮有限公司,catering
上海辉哥海鲜火锅餐饮有限公司圆明园路店,catering
上海市徐汇区印象幼儿园,catering
上海美泰美家餐饮管理有限公司世博大道店,catering
上海市徐汇区陇龙幼稚园,catering
上海市浦东新区川沙新镇坚勇食品商店,retailer
上海美泰美家餐饮管理有限公司普陀店,catering
上海美泰美家餐饮管理有限公司浦东万嘉店,catering
上海徐汇区民办凯琴数码幼儿园,catering
上海肯德基有限公司飞虹餐厅,catering
上海肯德基有限公司南翔餐厅,catering
上海肯德基有限公司博文餐厅,catering
上海肯德基有限公司牡丹江餐厅,catering
上海肯德基有限公司周家嘴餐厅,catering
上海肯德基有限公司通州餐厅,catering
上海肯德基有限公司漕东餐厅,catering
上海肯德基有限公司杨柳青餐厅,catering
上海肯德基有限公司春申餐厅,catering
上海肯德基有限公司妙境餐厅,catering
上海肯德基有限公司莘建餐厅,catering
上海肯德基有限公司南丹餐厅,catering
上海肯德基有限公司祖冲之餐厅,catering
上海肯德基有限公司国顺餐厅,catering
上海肯德基有限公司龙茗餐厅,catering
上海肯德基有限公司康桥餐厅,catering
上海肯德基有限公司聚丰餐厅,catering
上海肯德基有限公司延长餐厅,catering
上海肯德基有限公司逸仙餐厅,catering
上海肯德基有限公司苗圃餐厅,catering
上海肯德基有限公司南奉餐厅,catering
上海肯德基有限公司保德餐厅,catering
上海肯德基有限公司新源餐厅,catering
上海肯德基有限公司联洋餐厅,catering
上海肯德基有限公司虬江餐厅,catering
上海肯德基有限公司凌兆餐厅,catering
上海肯德基有限公司淞南餐厅,catering
上海肯德基有限公司丁香餐厅,catering
上海肯德基有限公司吴泾餐厅,catering
上海肯德基有限公司怀德餐厅,catering
上海肯德基有限公司汇川餐厅,catering
上海肯德基有限公司石化餐厅,catering
上海肯德基有限公司徐泾餐厅,catering
上海肯德基有限公司沪太餐厅,catering
上海肯德基有限公司永泰餐厅,catering
上海肯德基有限公司莘松餐厅,catering
上海肯德基有限公司九亭餐厅,catering
上海肯德基有限公司龙之梦餐厅,catering
上海肯德基有限公司合川餐厅,catering
上海肯德基有限公司蕴川餐厅,catering
上海肯德基有限公司松江新城餐厅,catering
上海肯德基有限公司天潼餐厅,catering
上海肯德基有限公司汽车城餐厅,catering
上海肯德基有限公司八一餐厅,catering
上海肯德基有限公司洛川餐厅,catering
上海肯德基有限公司御桥餐厅,catering
上海肯德基有限公司人民餐厅,catering
上海肯德基有限公司共和新餐厅,catering
上海肯德基有限公司龙柏餐厅,catering
上海肯德基有限公司港澳餐厅,catering
上海肯德基有限公司万达餐厅,catering
上海肯德基有限公司新里程餐厅,catering
上海肯德基有限公司环城餐厅,catering
上海肯德基有限公司中环餐厅,catering
上海肯德基有限公司玉田餐厅,catering
上海肯德基有限公司淞沪餐厅,catering
上海肯德基有限公司阳光小区餐厅,catering
上海肯德基有限公司嘉松餐厅,catering
上海肯德基有限公司鼎城餐厅,catering
上海肯德基有限公司大学城餐厅,catering
上海肯德基有限公司罗秀餐厅,catering
上海肯德基有限公司凯旋餐厅,catering
上海肯德基有限公司清河餐厅,catering
上海肯德基有限公司长海餐厅,catering
上海肯德基有限公司虹梅餐厅,catering
上海肯德基有限公司新客站餐厅,catering
上海肯德基有限公司季景餐厅,catering
上海肯德基有限公司虹凯餐厅,catering
上海肯德基有限公司新北新泾餐厅,catering
上海肯德基有限公司宝翔餐厅,catering
上海肯德基有限公司源泉餐厅,catering
上海肯德基有限公司肇周餐厅,catering
上海肯德基有限公司汇宝餐厅,catering
上海肯德基有限公司宝宸餐厅,catering
上海肯德基有限公司颛桥餐厅,catering
上海肯德基有限公司新八佰伴餐厅,catering
上海肯德基有限公司东江湾餐厅,catering
上海肯德基有限公司金浦餐厅,catering
上海肯德基有限公司金沙江餐厅,catering
上海肯德基有限公司成山餐厅,catering
上海肯德基有限公司贵都餐厅,catering
上海肯德基有限公司安信餐厅,catering
上海肯德基有限公司凉城餐厅,catering
上海肯德基有限公司丽园餐厅,catering
上海肯德基有限公司钦州餐厅,catering
上海肯德基有限公司联富餐厅,catering
上海肯德基有限公司巨峰餐厅,catering
上海肯德基有限公司华徐餐厅,catering
上海肯德基有限公司新桥餐厅,catering
上海肯德基有限公司泓鑫餐厅,catering
上海肯德基有限公司武定餐厅,catering
上海肯德基有限公司天宝餐厅,catering
上海肯德基有限公司金湘餐厅,catering
上海肯德基有限公司益丰餐厅,catering
上海肯德基有限公司豫安阁 餐厅,catering
上海肯德基有限公司茂名餐厅,catering
上海肯德基有限公司翔川餐厅,catering
上海肯德基有限公司动力南广场餐厅,catering
上海肯德基有限公司江苏路餐厅,catering
上海肯德基有限公司威宁餐厅,catering
上海肯德基有限公司思贤餐厅,catering
上海肯德基有限公司惠乐餐厅,catering
上海肯德基有限公司柳州路餐厅,catering
上海肯德基有限公司真北餐厅,catering
上海肯德基有限公司马陆弘基餐厅,catering
上海肯德基有限公司银霄餐厅,catering
上海肯德基有限公司吴中餐厅,catering
上海肯德基有限公司阳光港 餐厅,catering
上海肯德基有限公司福海 餐厅,catering
上海肯德基有限公司年家浜餐厅,catering
上海肯德基有限公司三阳 餐厅,catering
上海肯德基有限公司长岛 餐厅,catering
上海肯德基有限公司金桥餐厅,catering
上海肯德基有限公司保乐 餐厅,catering
上海肯德基有限公司新港汇餐厅,catering
上海肯德基有限公司名都餐厅,catering
上海肯德基有限公司香港广场餐厅,catering
上海肯德基有限公司柳州二餐厅,catering
上海肯德基有限公司高青餐厅,catering
上海肯德基有限公司谷阳路餐厅,catering
上海肯德基有限公司南广场餐厅,catering
上海肯德基有限公司莘漕餐厅,catering
上海肯德基有限公司锦尊餐厅,catering
上海肯德基有限公司机场二店餐厅,catering
上海肯德基有限公司机场三店餐厅,catering
上海肯德基有限公司瑞金餐厅,catering
上海肯德基有限公司市百餐厅,catering
上海肯德基有限公司北广场 餐厅,catering
上海肯德基有限公司东安路站餐厅,catering
上海肯德基有限公司新凌云餐厅,catering
上海肯德基有限公司坂桥餐厅,catering
上海肯德基有限公司新天山餐厅,catering
上海肯德基有限公司虹桥高铁餐厅,catering
上海肯德基有限公司正大精选餐厅,catering
上海肯德基有限公司磁浮精选餐厅,catering
上海肯德基有限公司南站精选餐厅,catering
上海肯德基有限公司欢乐谷 餐厅,catering
上海肯德基有限公司金矿镇 餐厅,catering
上海肯德基有限公司太平洋精选餐厅,catering
上海肯德基有限公司虹桥高铁精选餐厅,catering
上海肯德基有限公司动力南广场精选餐厅,catering
上海肯德基有限公司虹桥连廊精选餐厅,catering
上海肯德基有限公司高铁北精选餐厅,catering
上海肯德基有限公司高铁精选三餐厅,catering
上海肯德基有限公司松江永辉精选餐厅,catering
上海肯德基有限公司政民餐厅,catering
上海肯德基有限公司昌平 餐厅,catering
上海肯德基有限公司塘桥餐厅,catering
上海肯德基有限公司百齐餐厅,catering
上海肯德基有限公司金谊餐厅,catering
上海肯德基有限公司蒙山餐厅,catering
上海肯德基有限公司永业餐厅,catering
上海肯德基有限公司华绣 餐厅,catering
上海肯德基有限公司泗宝餐厅,catering
上海肯德基有限公司中华新路 餐厅,catering
上海肯德基有限公司石龙餐厅,catering
上海肯德基有限公司沪西餐厅,catering
上海肯德基有限公司美兰餐厅,catering
上海肯德基有限公司莘龙餐厅,catering
上海肯德基有限公司邯郸餐厅,catering
上海肯德基有限公司叶榭餐厅,catering
上海肯德基有限公司光大餐厅,catering
上海肯德基有限公司龙翔路餐厅,catering
上海肯德基有限公司宋园餐厅,catering
上海肯德基有限公司高行餐厅,catering
上海肯德基有限公司云岭餐厅,catering
上海肯德基有限公司金运餐厅,catering
上海肯德基有限公司顾村餐厅,catering
上海肯德基有限公司昌里餐厅,catering
上海肯德基有限公司虹许餐厅,catering
上海肯德基有限公司曹安餐厅,catering
上海肯德基有限公司华新餐厅,catering
上海肯德基有限公司景畔广场餐厅,catering
上海肯德基有限公司新宜街餐厅,catering
上海肯德基有限公司秀山路餐厅,catering
上海肯德基有限公司中兴路餐厅,catering
上海肯德基有限公司古棕路餐厅,catering
上海肯德基有限公司安亭新镇餐厅,catering
上海肯德基有限公司西渡餐厅,catering
上海肯德基有限公司嘉定城北路餐厅,catering
上海肯德基有限公司宝山万达餐厅,catering
上海肯德基有限公司芷江餐厅,catering
上海肯德基有限公司城湘餐厅,catering
上海肯德基有限公司亭坊餐厅,catering
上海肯德基有限公司恒达商业广场餐厅,catering
上海肯德基有限公司长江南路餐厅,catering
上海肯德基有限公司新南餐厅,catering
上海肯德基有限公司上丰餐厅,catering
上海肯德基有限公司江文餐厅,catering
上海肯德基有限公司合庆餐厅,catering
上海肯德基有限公司永盛餐厅,catering
上海肯德基有限公司亭枫餐厅,catering
上海肯德基有限公司芳汇餐厅,catering
上海肯德基有限公司枫泾餐厅,catering
上海肯德基有限公司车墩餐厅,catering
上海肯德基有限公司华泾餐厅,catering
上海肯德基有限公司鸿音路餐厅,catering
上海肯德基有限公司江镇餐厅,catering
上海肯德基有限公司金海餐厅,catering
上海肯德基有限公司奉城餐厅,catering
上海肯德基有限公司刘行餐厅,catering
上海肯德基有限公司江川餐厅,catering
上海肯德基有限公司祝桥餐厅,catering
上海肯德基有限公司东方路餐厅,catering
上海肯德基有限公司新美罗餐厅,catering
上海肯德基有限公司陈行餐厅,catering
上海肯德基有限公司张江餐厅,catering
上海肯德基有限公司绅富餐厅,catering
上海肯德基有限公司高东餐厅,catering
上海肯德基有限公司松江万达餐厅,catering
上海肯德基有限公司罗店餐厅,catering
上海肯德基有限公司新江桥餐厅,catering
上海肯德基有限公司九亭站餐厅,catering
上海肯德基有限公司瞿溪餐厅,catering
上海肯德基有限公司新南广餐厅,catering
上海肯德基有限公司施湾餐厅,catering
上海肯德基有限公司吾盈餐厅,catering
上海肯德基有限公司金科餐厅,catering
上海肯德基有限公司世博源餐厅,catering
上海肯德基有限公司佛罗伦萨广场餐厅,catering
上海肯德基有限公司佘山餐厅,catering
上海肯德基有限公司航头餐厅,catering
上海肯德基有限公司同乐餐厅,catering
上海肯德基有限公司新南方商城餐厅,catering
上海肯德基有限公司芮欧餐厅,catering
上海肯德基有限公司沪松餐厅,catering
上海肯德基有限公司协通大酒店餐厅,catering
上海必胜客有限公司祥和名邸餐厅,catering
上海必胜客有限公司澳门路餐厅,catering
上海必胜客有限公司西乡路店,catering
上海必胜客有限公司天山西路店,catering
上海必胜客有限公司大华虎城餐厅,catering
上海必胜客有限公司福泉路店,catering
上海必胜客有限公司虹桥路店,catering
上海必胜客有限公司真北乐购店,catering
上海必胜客有限公司武夷路店,catering
上海必胜客有限公司枣阳路店,catering
上海必胜客有限公司长寿路二店,catering
上海必胜客有限公司昭化路店,catering
上海必胜客有限公司海悦餐厅,catering
上海必胜客有限公司通河餐厅,catering
上海必胜客有限公司共和大润发店,catering
上海必胜客有限公司高跃路店,catering
上海必胜客有限公司中山北路店,catering
上海必胜客有限公司打浦桥餐厅,catering
上海必胜客有限公司云和花园餐厅,catering
上海必胜客有限公司人民路店,catering
上海必胜客有限公司江宁路店,catering
上海必胜客有限公司宝山路店,catering
上海必胜客有限公司牡丹江路餐厅,catering
上海必胜客有限公司锦秋路店,catering
上海必胜客有限公司通河路店,catering
上海必胜客有限公司水产西路店,catering
上海必胜客有限公司团结路店,catering
上海必胜客有限公司嘉定清河路店,catering
上海必胜客有限公司真大路店,catering
上海必胜客有限公司曹安路二店,catering
上海必胜客有限公司曹安公路店,catering
上海必胜客有限公司翔殷餐厅,catering
上海必胜客有限公司黄兴路店,catering
上海必胜客有限公司海上海广场店,catering
上海必胜客有限公司民庆路店,catering
上海必胜客有限公司杨浦长阳路店,catering
上海必胜客有限公司隆昌路店,catering
上海必胜客有限公司欧阳路店,catering
上海必胜客有限公司广灵二路店,catering
上海必胜客有限公司松花江路店,catering
上海必胜客有限公司同丰路店,catering
上海必胜客有限公司车站南路店,catering
上海必胜客有限公司东宝兴路店,catering
上海必胜客有限公司梅陇餐厅,catering
上海必胜客有限公司华漕大润发店,catering
上海必胜客有限公司万源城店,catering
上海必胜客有限公司徐汇华泾店,catering
上海必胜客有限公司罗秀东路店,catering
上海必胜客有限公司虹中路店,catering
上海必胜客有限公司吴中路餐厅,catering
上海必胜客有限公司星游城店,catering
上海必胜客有限公司柳州路店,catering
上海必胜客有限公司漕河泾店,catering
上海必胜客有限公司宋元路店,catering
上海必胜客有限公司龙吴路店,catering
上海必胜客有限公司吴宝路店,catering
上海必胜客有限公司奉贤南桥路店,catering
上海必胜客有限公司松江梅家浜路店,catering
上海必胜客有限公司松江文诚路店,catering
上海必胜客有限公司沪亭北路店,catering
上海必胜客有限公司龙胜路店,catering
上海必胜客有限公司莘庄乐购店,catering
上海必胜客有限公司春申路店,catering
上海必胜客有限公司罗阳路店,catering
上海必胜客有限公司东川路店,catering
上海必胜客有限公司莲花南路店,catering
上海必胜客有限公司剑川路店,catering
上海必胜客有限公司博兴餐厅,catering
上海必胜客有限公司博山路店,catering
上海必胜客有限公司金桥金港路店,catering
乐购超市光新店,retailer
复中市场,retailer
永昌高陵市场,wholesaler
漕河泾菜市场,retailer
上海广元农副产品市场经营管理有限公司,retailer
上海随易网络有限公司,wholesaler
上海长风集贸市场经营管理有限公司,wholesaler
上海上蔬永辉生鲜食品有限公司,retailer
上海新鲜市果蔬市场,retailer
上海龙南农副产品市场经营管理有限公司,retailer
徐汇龙华副产品市场@000368,retailer
上海芯铭农副产品市场经营管理有限公司嘉陵农副产品市场经营管理分公司,retailer
枫林菜市场,wholesaler
高安菜市场,retailer
徐汇区石龙菜市场,wholesaler
锦江麦德龙现购自运有限公司浦东商场,retailer
上海物广百货有限公司,wholesaler
乐山菜市场,retailer
上海迪亚零售有限公司,wholesaler
上海翌恒网络科技有限公司金桥分公司,wholesaler
上海文峰千家惠超市发展有限公司,retailer
上海城市食品配送有限公司,wholesaler
上海农产品中心批发市场经营管理有限公司,wholesaler
上海三林副食品批发交易市场经营管理有限公司,wholesaler
上海高安农副产品市场经营管理有限公司,wholesaler
上海东湾农副产品市场经营管理有限公司,wholesaler
上海凌云农副产品市场经营管理有限公司,retailer
新罗秀菜市场,retailer
上海东湾农副产品市场经营管理有限公司,retailer
上海梅陇轻纺农贸市场经营管理有限公司,retailer
上海建涵农贸市场经营管理有限公司,retailer
上海云凌农副产品市场经营管理有限公司,retailer
上海石龙农副产品市场经营管理有限公司,retailer
上海宜林农副产品市场经营管理有限公司,retailer
上海文定农副产品市场经营管理有限公司,retailer
上海乐山农副产品市场经营管理有限公司,retailer
上海大臻莉农贸市场经营管理有限公司,retailer
上海芯铭农副产品市场经营管理有限公司古阳农副产品市场经营管理分公司,retailer
柳州菜市场,retailer
上海福棠菜市场经营管理有限公司,retailer
上海新徐虹农副产品市场经营管理有限公司,retailer
上海牛羊肉公司,farmer
上海田东农副产品市场经营管理分公司,retailer
上海康缨农副产品市场以营管理有限公司,retailer
上海白鹿农副产品市场经营管理有限公司,retailer
上海崇明肉食品有限公司,wholesaler
上海芯铭农副产品市场经营管理有限公司华泾农副产品市场经营管理分公司,retailer
上海市江桥批发市场经营管理有限公司华江分场,wholesaler
上海铭言企业管理有限公司罗汇市场经营管理分公司,retailer
